,chromosome,start,end,strand,intron_motif,annotation,unique,multi,max_overhang,i,canonical_start,gene_id_start,canonical_end,gene_id_end,n_genes,gene_id,gene_name,intron_group,n_genes_per_intron_group,intron_group_size
13857,11,62442678,62442965,+,1,1,720,446,24,411026,0,ENSMUSG00000019505,1,ENSMUSG00000019505,1,ENSMUSG00000019505,Ubb,Ubb_11_62442965_+,1,2
13858,18,62457160,62474075,+,1,0,175,0,19,411130,2,,1,ENSMUSG00000026322,1,ENSMUSG00000026322,Htr4,Htr4_18_62474075_+,1,2
13859,18,62457440,62474075,+,1,1,88,13,8,411139,1,ENSMUSG00000026322,1,ENSMUSG00000026322,1,ENSMUSG00000026322,Htr4,Htr4_18_62474075_+,1,2
13860,10,62460707,62460923,-,2,1,7314,316,24,411150,1,ENSMUSG00000020076,1,ENSMUSG00000020076,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62460707_-,1,2
13861,10,62460707,62461941,-,2,1,89,2,18,411151,1,ENSMUSG00000020076,1,ENSMUSG00000020076,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62460707_-,1,2
13862,10,62462062,62463299,-,2,1,9318,42,22,411163,1,ENSMUSG00000020076,1,ENSMUSG00000020076,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62462062_-,1,2
13863,10,62462062,62469755,-,2,1,153,0,13,411164,1,ENSMUSG00000020076,1,ENSMUSG00000020076,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62462062_-,1,2
13864,11,62466952,62469128,+,1,1,2023,2,24,411193,1,ENSMUSG00000018507,1,ENSMUSG00000018507,1,ENSMUSG00000018507,Trpv2,Trpv2_11_62469128_+,1,2
13865,11,62467123,62469128,+,1,1,182,0,14,411195,0,ENSMUSG00000018507,1,ENSMUSG00000018507,1,ENSMUSG00000018507,Trpv2,Trpv2_11_62469128_+,1,2
13866,11,62475501,62480988,+,1,1,79,0,25,411253,1,ENSMUSG00000018507,1,ENSMUSG00000018507,1,ENSMUSG00000018507,Trpv2,Trpv2_11_62480988_+,1,2
13867,10,62476642,62477815,-,2,0,283,0,16,411268,1,ENSMUSG00000020076,2,,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62476642_-,1,3
13868,10,62476642,62478554,-,2,1,2725,271,25,411269,1,ENSMUSG00000020076,1,ENSMUSG00000020076,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62476642_-,1,3
13869,10,62476642,62479075,-,2,1,71,40,25,411270,1,ENSMUSG00000020076,1,ENSMUSG00000020076,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62476642_-,1,3
13870,10,62479152,62482692,-,2,1,6826,13,25,411287,1,ENSMUSG00000020076,1,ENSMUSG00000020076,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62479152_-,1,2
13871,10,62479152,62482750,-,2,0,157,0,23,411288,1,ENSMUSG00000020076,2,,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62479152_-,1,2
13872,11,62480651,62480988,+,1,1,1424,0,25,411305,1,ENSMUSG00000018507,1,ENSMUSG00000018507,1,ENSMUSG00000018507,Trpv2,Trpv2_11_62480988_+,1,2
13873,10,62482981,62483312,-,2,1,4906,12,22,411324,1,ENSMUSG00000020076,0,ENSMUSG00000020076,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62482981_-,1,2
13874,10,62482981,62486803,-,2,1,6224,54,16,411330,1,ENSMUSG00000020076,1,ENSMUSG00000020076,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62482981_-,1,2
13875,10,62483423,62486338,-,2,0,88,1,21,411341,0,ENSMUSG00000020076,2,,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62483423_-,1,2
13876,10,62483423,62486803,-,2,1,3549,22,20,411344,0,ENSMUSG00000020076,1,ENSMUSG00000020076,1,ENSMUSG00000020076,Ddx50,Ddx50_10_62483423_-,1,2
13877,11,62493850,62494060,+,1,1,18243,431,25,411391,0,ENSMUSG00000086841,0,ENSMUSG00000086841,1,ENSMUSG00000086841,2410006H16Rik,2410006H16Rik_11_62494060_+,1,2
13878,11,62493860,62494060,+,1,1,237,6,3,411393,0,ENSMUSG00000086841,0,ENSMUSG00000086841,1,ENSMUSG00000086841,2410006H16Rik,2410006H16Rik_11_62494060_+,1,2
13879,11,62494109,62495228,+,1,1,1466,919,14,411397,0,ENSMUSG00000086841,0,ENSMUSG00000086841,1,ENSMUSG00000086841,2410006H16Rik,2410006H16Rik_11_62495228_+,1,2
13880,11,62494473,62495228,+,1,1,23541,5202,25,411400,0,ENSMUSG00000086841,0,ENSMUSG00000086841,1,ENSMUSG00000086841,2410006H16Rik,2410006H16Rik_11_62495228_+,1,2
13881,14,62530104,62584016,+,1,1,532,3,17,411540,0,ENSMUSG00000021932,1,ENSMUSG00000021932,1,ENSMUSG00000021932,Rnaseh2b,Rnaseh2b_14_62584016_+,1,2
13882,11,62539643,62555495,+,1,1,458,9,17,411566,0,ENSMUSG00000048497,1,ENSMUSG00000048497,1,ENSMUSG00000048497,Mmgt2,Mmgt2_11_62555495_+,1,2
13883,11,62539683,62555495,+,1,1,274,0,22,411569,0,ENSMUSG00000048497,1,ENSMUSG00000048497,1,ENSMUSG00000048497,Mmgt2,Mmgt2_11_62555495_+,1,2
13884,14,62569626,62584016,+,1,1,998,5,16,411658,1,ENSMUSG00000021932,1,ENSMUSG00000021932,1,ENSMUSG00000021932,Rnaseh2b,Rnaseh2b_14_62584016_+,1,2
13885,10,62592454,62595872,-,2,1,6941,56,24,411796,1,ENSMUSG00000020074,1,ENSMUSG00000020074,1,ENSMUSG00000020074,Ccar1,Ccar1_10_62592454_-,1,2
13886,10,62592454,62599218,-,2,1,118,0,22,411797,1,ENSMUSG00000020074,1,ENSMUSG00000020074,1,ENSMUSG00000020074,Ccar1,Ccar1_10_62592454_-,1,2
13887,14,62597977,62598777,+,1,1,2972,2,16,411835,1,ENSMUSG00000021932,1,ENSMUSG00000021932,1,ENSMUSG00000021932,Rnaseh2b,Rnaseh2b_14_62598777_+,1,2
13888,14,62598063,62598777,+,1,0,153,0,21,411837,2,,1,ENSMUSG00000021932,1,ENSMUSG00000021932,Rnaseh2b,Rnaseh2b_14_62598777_+,1,2
13889,10,62599303,62600102,-,4,1,3875,16,18,411840,1,ENSMUSG00000020074,1,ENSMUSG00000020074,1,ENSMUSG00000020074,Ccar1,Ccar1_10_62599303_-,1,2
13890,10,62599303,62601045,-,2,1,1730,6,23,411841,1,ENSMUSG00000020074,1,ENSMUSG00000020074,1,ENSMUSG00000020074,Ccar1,Ccar1_10_62599303_-,1,2
13891,4,62615570,62618234,+,1,1,119,94,25,411998,1,ENSMUSG00000059810,1,ENSMUSG00000059810,1,ENSMUSG00000059810,Rgs3,Rgs3_4_62618234_+,1,3
13892,11,62616201,62618375,-,2,1,562,0,24,412006,1,ENSMUSG00000005267,1,ENSMUSG00000005267,1,ENSMUSG00000005267,Zfp287,Zfp287_11_62616201_-,1,2
13893,11,62616201,62619107,-,2,1,141,0,19,412007,1,ENSMUSG00000005267,1,ENSMUSG00000005267,1,ENSMUSG00000005267,Zfp287,Zfp287_11_62616201_-,1,2
13894,4,62618051,62618234,+,1,1,173,0,24,412024,0,ENSMUSG00000059810,1,ENSMUSG00000059810,1,ENSMUSG00000059810,Rgs3,Rgs3_4_62618234_+,1,3
13895,4,62618132,62618234,+,1,1,1931,1,25,412027,0,ENSMUSG00000059810,1,ENSMUSG00000059810,1,ENSMUSG00000059810,Rgs3,Rgs3_4_62618234_+,1,3
13896,10,62626822,62627908,-,2,1,598,8,16,412096,1,ENSMUSG00000020074,0,ENSMUSG00000020074,1,ENSMUSG00000020074,Ccar1,Ccar1_10_62626822_-,1,5
13897,10,62626822,62627920,-,2,1,66,0,16,412097,1,ENSMUSG00000020074,0,ENSMUSG00000020074,1,ENSMUSG00000020074,Ccar1,Ccar1_10_62626822_-,1,5
13898,10,62626822,62627983,-,2,1,797,16,18,412098,1,ENSMUSG00000020074,1,ENSMUSG00000020074,1,ENSMUSG00000020074,Ccar1,Ccar1_10_62626822_-,1,5
13899,10,62626822,62627988,-,2,1,139,3,6,412099,1,ENSMUSG00000020074,0,ENSMUSG00000020074,1,ENSMUSG00000020074,Ccar1,Ccar1_10_62626822_-,1,5
13900,10,62626822,62627994,-,2,1,4502,80,22,412100,1,ENSMUSG00000020074,0,ENSMUSG00000020074,1,ENSMUSG00000020074,Ccar1,Ccar1_10_62626822_-,1,5
13901,16,62633628,62647526,-,2,1,1981,0,25,412131,1,ENSMUSG00000022911,1,ENSMUSG00000022911,1,ENSMUSG00000022911,Arl13b,Arl13b_16_62633628_-,1,2
13902,16,62633628,62667047,-,2,1,99,0,18,412133,1,ENSMUSG00000022911,1,ENSMUSG00000022911,1,ENSMUSG00000022911,Arl13b,Arl13b_16_62633628_-,1,2
13903,18,62644186,62647865,-,2,1,1378,0,22,412186,1,ENSMUSG00000042211,1,ENSMUSG00000042211,1,ENSMUSG00000042211,Fbxo38,Fbxo38_18_62644186_-,1,2
13904,18,62644186,62648090,-,2,0,130,0,16,412188,1,ENSMUSG00000042211,2,,1,ENSMUSG00000042211,Fbxo38,Fbxo38_18_62644186_-,1,2
13905,16,62647777,62651105,-,2,1,1468,4,9,412201,1,ENSMUSG00000022911,1,ENSMUSG00000022911,1,ENSMUSG00000022911,Arl13b,Arl13b_16_62647777_-,1,2
13906,16,62647777,62667047,-,2,1,149,1,21,412203,1,ENSMUSG00000022911,1,ENSMUSG00000022911,1,ENSMUSG00000022911,Arl13b,Arl13b_16_62647777_-,1,2
13907,10,62649192,62649302,-,2,1,137,3,18,412212,1,ENSMUSG00000047146,0,ENSMUSG00000047146,1,ENSMUSG00000047146,Tet1,Tet1_10_62649192_-,1,2
13908,10,62649192,62649356,-,2,1,171,7,10,412213,1,ENSMUSG00000047146,1,ENSMUSG00000047146,1,ENSMUSG00000047146,Tet1,Tet1_10_62649192_-,1,2
13909,18,62653897,62654418,-,2,0,163,0,15,412250,1,ENSMUSG00000042211,2,,1,ENSMUSG00000042211,Fbxo38,Fbxo38_18_62653897_-,1,2
13910,18,62653897,62655420,-,2,1,2292,5,20,412251,1,ENSMUSG00000042211,1,ENSMUSG00000042211,1,ENSMUSG00000042211,Fbxo38,Fbxo38_18_62653897_-,1,2
13911,18,62662761,62663759,-,2,1,3857,2,17,412298,1,ENSMUSG00000042211,1,ENSMUSG00000042211,1,ENSMUSG00000042211,Fbxo38,Fbxo38_18_62662761_-,1,2
13912,18,62662761,62666971,-,2,1,93,0,25,412300,1,ENSMUSG00000042211,1,ENSMUSG00000042211,1,ENSMUSG00000042211,Fbxo38,Fbxo38_18_62662761_-,1,2
13913,18,62663898,62666579,-,2,1,2820,44,3,412307,1,ENSMUSG00000042211,1,ENSMUSG00000042211,1,ENSMUSG00000042211,Fbxo38,Fbxo38_18_62663898_-,1,2
13914,18,62663898,62666971,-,2,1,137,0,24,412308,1,ENSMUSG00000042211,1,ENSMUSG00000042211,1,ENSMUSG00000042211,Fbxo38,Fbxo38_18_62663898_-,1,2
13915,2,62667625,62675658,-,2,0,194,0,24,412332,1,ENSMUSG00000059742,2,,1,ENSMUSG00000059742,Kcnh7,Kcnh7_2_62667625_-,1,3
13916,2,62667625,62676097,-,2,1,2573,62,11,412333,1,ENSMUSG00000059742,1,ENSMUSG00000059742,1,ENSMUSG00000059742,Kcnh7,Kcnh7_2_62667625_-,1,3
13917,2,62667625,62680693,-,2,1,265,8,22,412334,1,ENSMUSG00000059742,1,ENSMUSG00000059742,1,ENSMUSG00000059742,Kcnh7,Kcnh7_2_62667625_-,1,3
13918,18,62674118,62677889,-,2,1,107,0,24,412397,1,ENSMUSG00000042211,0,ENSMUSG00000042211,1,ENSMUSG00000042211,Fbxo38,Fbxo38_18_62674118_-,1,3
13919,18,62674118,62681682,-,2,1,1716,5,24,412398,1,ENSMUSG00000042211,1,ENSMUSG00000042211,1,ENSMUSG00000042211,Fbxo38,Fbxo38_18_62674118_-,1,3
13920,18,62674118,62681723,-,2,0,104,0,24,412399,1,ENSMUSG00000042211,2,,1,ENSMUSG00000042211,Fbxo38,Fbxo38_18_62674118_-,1,3
13921,2,62675683,62676097,-,2,0,152,0,15,412421,2,,1,ENSMUSG00000059742,1,ENSMUSG00000059742,Kcnh7,Kcnh7_2_62675683_-,1,2
13922,2,62675683,62680693,-,2,0,122,0,24,412422,2,,1,ENSMUSG00000059742,1,ENSMUSG00000059742,Kcnh7,Kcnh7_2_62675683_-,1,2
13923,11,62675820,62678572,-,2,0,157,1,21,412427,1,ENSMUSG00000047342,2,,1,ENSMUSG00000047342,Zfp286,Zfp286_11_62675820_-,1,2
13924,11,62675820,62678784,-,2,1,1329,9,3,412428,1,ENSMUSG00000047342,1,ENSMUSG00000047342,1,ENSMUSG00000047342,Zfp286,Zfp286_11_62675820_-,1,2
13925,10,62766216,62773196,+,1,1,296,0,15,412848,1,ENSMUSG00000071253,1,ENSMUSG00000071253,1,ENSMUSG00000071253,Slc25a16,Slc25a16_10_62773196_+,1,2
13926,10,62768562,62773196,+,1,1,2140,0,15,412854,1,ENSMUSG00000071253,1,ENSMUSG00000071253,1,ENSMUSG00000071253,Slc25a16,Slc25a16_10_62773196_+,1,2
13927,11,62770422,62772762,+,1,1,2270,35,20,412863,1,ENSMUSG00000014177,1,ENSMUSG00000014177,1,ENSMUSG00000014177,Tvp23b,Tvp23b_11_62772762_+,1,2
13928,11,62770543,62772762,+,1,1,438,5,9,412866,0,ENSMUSG00000014177,1,ENSMUSG00000014177,1,ENSMUSG00000014177,Tvp23b,Tvp23b_11_62772762_+,1,2
13929,11,62775992,62782767,+,1,1,113,0,18,412914,1,ENSMUSG00000014177,1,ENSMUSG00000014177,1,ENSMUSG00000014177,Tvp23b,Tvp23b_11_62782767_+,1,2
13930,11,62777147,62782767,+,1,1,4779,2,5,412921,1,ENSMUSG00000014177,1,ENSMUSG00000014177,1,ENSMUSG00000014177,Tvp23b,Tvp23b_11_62782767_+,1,2
13931,18,62783995,62786487,+,1,1,111,0,25,412972,1,ENSMUSG00000044176,1,ENSMUSG00000044176,1,ENSMUSG00000044176,Spink10,Spink10_18_62786487_+,1,2
13932,18,62784851,62786487,+,1,1,315,0,25,412979,1,ENSMUSG00000044176,1,ENSMUSG00000044176,1,ENSMUSG00000044176,Spink10,Spink10_18_62786487_+,1,2
13933,14,62801969,62843321,+,1,1,172,0,10,413150,1,ENSMUSG00000035184,1,ENSMUSG00000035184,1,ENSMUSG00000035184,Fam124a,Fam124a_14_62843321_+,1,2
13934,9,62803274,62810040,-,2,1,4945,0,25,413160,1,ENSMUSG00000032405,1,ENSMUSG00000032405,1,ENSMUSG00000032405,Pias1,Pias1_9_62803274_-,1,2
13935,9,62803274,62820031,-,2,1,62,0,14,413163,1,ENSMUSG00000032405,1,ENSMUSG00000032405,1,ENSMUSG00000032405,Pias1,Pias1_9_62803274_-,1,2
13936,9,62810115,62820031,-,2,1,6181,1,24,413205,1,ENSMUSG00000032405,1,ENSMUSG00000032405,1,ENSMUSG00000032405,Pias1,Pias1_9_62810115_-,1,2
13937,9,62810115,62826632,-,2,1,241,4,22,413206,1,ENSMUSG00000032405,1,ENSMUSG00000032405,1,ENSMUSG00000032405,Pias1,Pias1_9_62810115_-,1,2
13938,10,62816112,62818449,+,1,1,8779,9,11,413225,1,ENSMUSG00000020070,1,ENSMUSG00000020070,1,ENSMUSG00000020070,Rufy2,Rufy2_10_62818449_+,1,3
13939,10,62816489,62818449,+,1,0,63,0,25,413230,2,,1,ENSMUSG00000020070,1,ENSMUSG00000020070,Rufy2,Rufy2_10_62818449_+,1,3
13940,10,62817268,62818449,+,1,1,199,2,19,413234,0,ENSMUSG00000020070,1,ENSMUSG00000020070,1,ENSMUSG00000020070,Rufy2,Rufy2_10_62818449_+,1,3
13941,10,62818624,62826758,+,1,1,426,0,15,413245,1,ENSMUSG00000020070,1,ENSMUSG00000020070,1,ENSMUSG00000020070,Rufy2,Rufy2_10_62826758_+,1,2
13942,13,62823460,62832646,-,2,1,137,120,23,413270,1,ENSMUSG00000074863,0,ENSMUSG00000074863,1,ENSMUSG00000074863,Platr25,Platr25_13_62823460_-,1,2
13943,13,62823460,62853514,-,2,1,178,15,19,413271,1,ENSMUSG00000074863,1,ENSMUSG00000074863,1,ENSMUSG00000074863,Platr25,Platr25_13_62823460_-,1,2
13944,13,62823469,62832646,-,2,1,190,167,22,413275,0,ENSMUSG00000074863,0,ENSMUSG00000074863,1,ENSMUSG00000074863,Platr25,Platr25_13_62823469_-,1,2
13945,13,62823469,62853514,-,2,1,207,18,14,413276,0,ENSMUSG00000074863,1,ENSMUSG00000074863,1,ENSMUSG00000074863,Platr25,Platr25_13_62823469_-,1,2
13946,10,62825020,62826758,+,1,1,21366,0,23,413285,1,ENSMUSG00000020070,1,ENSMUSG00000020070,1,ENSMUSG00000020070,Rufy2,Rufy2_10_62826758_+,1,2
13947,14,62825336,62843321,+,1,1,633,2,15,413293,1,ENSMUSG00000035184,1,ENSMUSG00000035184,1,ENSMUSG00000035184,Fam124a,Fam124a_14_62843321_+,1,2
13948,9,62826768,62827739,-,2,1,5520,0,23,413311,1,ENSMUSG00000032405,1,ENSMUSG00000032405,1,ENSMUSG00000032405,Pias1,Pias1_9_62826768_-,1,2
13949,9,62826768,62830562,-,2,1,112,0,17,413312,1,ENSMUSG00000032405,1,ENSMUSG00000032405,1,ENSMUSG00000032405,Pias1,Pias1_9_62826768_-,1,2
13950,10,62830550,62833659,+,1,1,2462,1,3,413354,1,ENSMUSG00000020070,1,ENSMUSG00000020070,1,ENSMUSG00000020070,Rufy2,Rufy2_10_62833659_+,1,2
13951,10,62831159,62833659,+,1,1,16333,16,8,413367,1,ENSMUSG00000020070,1,ENSMUSG00000020070,1,ENSMUSG00000020070,Rufy2,Rufy2_10_62833659_+,1,2
13952,10,62843544,62845134,+,3,0,345,0,22,413458,2,,1,ENSMUSG00000020070,1,ENSMUSG00000020070,Rufy2,Rufy2_10_62845134_+,1,2
13953,10,62843548,62845134,+,1,1,1589,1,15,413459,1,ENSMUSG00000020070,1,ENSMUSG00000020070,1,ENSMUSG00000020070,Rufy2,Rufy2_10_62845134_+,1,2
13954,10,62852322,62853000,-,2,1,15540,4,25,413529,1,ENSMUSG00000020069,1,ENSMUSG00000020069,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62852322_-,1,2
13955,10,62852322,62853302,-,2,1,439,0,25,413532,1,ENSMUSG00000020069,1,ENSMUSG00000020069,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62852322_-,1,2
13956,10,62853390,62853819,-,2,1,8464,2,23,413542,1,ENSMUSG00000020069,1,ENSMUSG00000020069,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62853390_-,1,3
13957,10,62853390,62853864,-,2,1,3698,1,25,413544,1,ENSMUSG00000020069,0,ENSMUSG00000020069,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62853390_-,1,3
13958,10,62853390,62855171,-,2,1,137,0,18,413545,1,ENSMUSG00000020069,1,ENSMUSG00000020069,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62853390_-,1,3
13959,10,62854005,62854538,-,2,1,6965,2,25,413548,1,ENSMUSG00000020069,1,ENSMUSG00000020069,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62854005_-,1,2
13960,10,62854005,62855171,-,2,1,4374,9,19,413549,1,ENSMUSG00000020069,1,ENSMUSG00000020069,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62854005_-,1,2
13961,10,62855307,62859234,-,2,0,375,2,24,413566,1,ENSMUSG00000020069,2,,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62855307_-,1,5
13962,10,62855307,62859416,-,2,0,2050,0,24,413567,1,ENSMUSG00000020069,2,,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62855307_-,1,5
13963,10,62855307,62859477,-,2,0,177,0,14,413568,1,ENSMUSG00000020069,2,,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62855307_-,1,5
13964,10,62855307,62859498,-,2,1,5255,7,25,413569,1,ENSMUSG00000020069,1,ENSMUSG00000020069,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62855307_-,1,5
13965,10,62855307,62859523,-,2,0,146,0,24,413571,1,ENSMUSG00000020069,2,,1,ENSMUSG00000020069,Hnrnph3,Hnrnph3_10_62855307_-,1,5
13966,5,62864072,62872075,-,2,1,4573,2,24,413625,1,ENSMUSG00000037999,1,ENSMUSG00000037999,1,ENSMUSG00000037999,Arap2,Arap2_5_62864072_-,1,2
13967,5,62864072,62887863,-,2,1,121,0,7,413626,1,ENSMUSG00000037999,1,ENSMUSG00000037999,1,ENSMUSG00000037999,Arap2,Arap2_5_62864072_-,1,2
13968,4,62883944,62979757,+,1,1,58,0,21,413667,1,ENSMUSG00000028358,1,ENSMUSG00000028358,1,ENSMUSG00000028358,Zfp618,Zfp618_4_62979757_+,1,2
13969,5,62890405,62891242,-,2,1,3509,983,25,413703,1,ENSMUSG00000037999,1,ENSMUSG00000037999,1,ENSMUSG00000037999,Arap2,Arap2_5_62890405_-,1,2
13970,5,62890405,62892330,-,2,1,108,0,23,413704,1,ENSMUSG00000037999,1,ENSMUSG00000037999,1,ENSMUSG00000037999,Arap2,Arap2_5_62890405_-,1,2
13971,14,62934405,62938079,-,2,1,1621,0,9,413809,1,ENSMUSG00000035161,1,ENSMUSG00000035161,1,ENSMUSG00000035161,Ints6,Ints6_14_62934405_-,1,2
13972,14,62934405,62938109,-,2,0,821,0,24,413810,1,ENSMUSG00000035161,2,,1,ENSMUSG00000035161,Ints6,Ints6_14_62934405_-,1,2
13973,4,62952231,62979757,+,1,1,120,0,17,413881,0,ENSMUSG00000028358,1,ENSMUSG00000028358,1,ENSMUSG00000028358,Zfp618,Zfp618_4_62979757_+,1,2
13974,14,62953932,62971076,-,2,0,87,0,15,413888,1,ENSMUSG00000035161,2,,1,ENSMUSG00000035161,Ints6,Ints6_14_62953932_-,1,2
13975,14,62953932,62981357,-,2,1,3040,19,11,413889,1,ENSMUSG00000035161,1,ENSMUSG00000035161,1,ENSMUSG00000035161,Ints6,Ints6_14_62953932_-,1,2
13976,14,62981448,62996649,-,2,1,3105,2,21,413958,1,ENSMUSG00000035161,1,ENSMUSG00000035161,1,ENSMUSG00000035161,Ints6,Ints6_14_62981448_-,1,2
13977,14,62981448,62997614,-,2,1,60,0,25,413959,1,ENSMUSG00000035161,1,ENSMUSG00000035161,1,ENSMUSG00000035161,Ints6,Ints6_14_62981448_-,1,2
13978,4,62998334,63007602,+,1,1,166,1,8,414033,1,ENSMUSG00000028358,1,ENSMUSG00000028358,1,ENSMUSG00000028358,Zfp618,Zfp618_4_63007602_+,1,2
13979,4,63004864,63007602,+,1,1,98,0,3,414046,1,ENSMUSG00000028358,1,ENSMUSG00000028358,1,ENSMUSG00000028358,Zfp618,Zfp618_4_63007602_+,1,2
13980,10,63081905,63099804,+,1,1,1615,1,23,414250,1,ENSMUSG00000020064,1,ENSMUSG00000020064,1,ENSMUSG00000020064,Herc4,Herc4_10_63099804_+,1,2
13981,10,63085866,63099804,+,1,1,167,0,8,414264,0,ENSMUSG00000020064,1,ENSMUSG00000020064,1,ENSMUSG00000020064,Herc4,Herc4_10_63099804_+,1,2
13982,9,63101530,63104592,-,2,1,6772,11,3,414321,1,ENSMUSG00000058444,1,ENSMUSG00000058444,1,ENSMUSG00000058444,Map2k5,Map2k5_9_63101530_-,1,2
13983,9,63101530,63124274,-,2,1,166,0,25,414324,1,ENSMUSG00000058444,1,ENSMUSG00000058444,1,ENSMUSG00000058444,Map2k5,Map2k5_9_63101530_-,1,2
13984,10,63109452,63114113,+,1,1,90,0,25,414363,1,ENSMUSG00000020064,1,ENSMUSG00000020064,1,ENSMUSG00000020064,Herc4,Herc4_10_63114113_+,1,2
13985,10,63110868,63114113,+,1,1,1381,2,11,414374,1,ENSMUSG00000020064,1,ENSMUSG00000020064,1,ENSMUSG00000020064,Herc4,Herc4_10_63114113_+,1,2
13986,18,63111096,63113536,+,1,1,15153,4,14,414380,1,ENSMUSG00000024581,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63113536_+,1,2
13987,18,63111096,63115689,+,1,1,224,0,19,414381,1,ENSMUSG00000024581,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63115689_+,1,2
13988,18,63111096,63124871,+,1,1,86,0,25,414383,1,ENSMUSG00000024581,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63124871_+,1,3
13989,18,63111643,63113536,+,1,0,164,0,24,414389,2,,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63113536_+,1,2
13990,13,63112834,63180836,+,1,1,120,1,17,414405,0,ENSMUSG00000021458,1,ENSMUSG00000021458,1,ENSMUSG00000021458,Aopep,Aopep_13_63180836_+,1,2
13991,18,63113605,63115689,+,1,1,18947,134,19,414415,1,ENSMUSG00000024581,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63115689_+,1,2
13992,18,63116463,63119249,+,1,1,149,0,23,414449,1,ENSMUSG00000024581,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63119249_+,1,3
13993,18,63117142,63119249,+,1,1,15021,38,23,414455,1,ENSMUSG00000024581,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63119249_+,1,3
13994,18,63117195,63119249,+,1,1,134,1,23,414459,0,ENSMUSG00000024581,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63119249_+,1,3
13995,18,63120082,63124871,+,1,0,125,0,25,414483,2,,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63124871_+,1,3
13996,18,63120096,63124871,+,1,1,19330,36,23,414484,1,ENSMUSG00000024581,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63124871_+,1,3
13997,14,63123327,63162578,+,1,1,577,0,24,414499,1,ENSMUSG00000014547,1,ENSMUSG00000014547,1,ENSMUSG00000014547,Wdfy2,Wdfy2_14_63162578_+,1,2
13998,18,63124951,63127382,+,1,1,4840,79,22,414528,1,ENSMUSG00000024581,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63127382_+,1,3
13999,10,63125021,63134898,+,1,1,73,0,23,414532,1,ENSMUSG00000020064,1,ENSMUSG00000020064,1,ENSMUSG00000020064,Herc4,Herc4_10_63134898_+,1,3
14000,18,63125562,63127382,+,1,1,182,1,24,414540,1,ENSMUSG00000024581,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63127382_+,1,3
14001,10,63126456,63134898,+,1,1,867,0,13,414548,1,ENSMUSG00000020064,1,ENSMUSG00000020064,1,ENSMUSG00000020064,Herc4,Herc4_10_63134898_+,1,3
14002,18,63127020,63127382,+,1,0,247,0,23,414550,2,,1,ENSMUSG00000024581,1,ENSMUSG00000024581,Napg,Napg_18_63127382_+,1,3
14003,10,63127063,63134898,+,1,1,317,3,23,414553,0,ENSMUSG00000020064,1,ENSMUSG00000020064,1,ENSMUSG00000020064,Herc4,Herc4_10_63134898_+,1,3
14004,10,63135019,63142126,+,1,1,244,0,25,414626,1,ENSMUSG00000020064,1,ENSMUSG00000020064,1,ENSMUSG00000020064,Herc4,Herc4_10_63142126_+,1,2
14005,14,63137778,63162578,+,1,1,652,0,20,414638,1,ENSMUSG00000014547,1,ENSMUSG00000014547,1,ENSMUSG00000014547,Wdfy2,Wdfy2_14_63162578_+,1,2
